-73.9561344937861,40.794082388408604,37F-PM-1014-03,PM,2018-10-14,,,,,False,False,False,False,False,,False,False,False,False,False,False,False,False
-73.9570437717691,40.7948509408039,37E-PM-1006-03,PM,2018-10-06,Adult,Gray,Ground Plane,,True,False,False,False,False,,True,True,False,False,False,False,False,True
-73.9768311751004,40.766717807255795,2E-AM-1010-03,AM,2018-10-10,Adult,Cinnamon,Above Ground,,False,False,True,False,False,,False,False,False,False,False,False,True,False
-73.9757249834141,40.7697032606755,5D-PM-1018-05,PM,2018-10-18,Juvenile,Gray,Above Ground,,False,False,True,False,False,,False,False,False,False,False,False,False,True
-73.9593126695714,40.797533370163,39B-AM-1018-01,AM,2018-10-18,,,Above Ground,,False,False,False,False,False,unknown,True,False,False,False,False,False,False,False
-73.9565700386162,40.7902561000937,33H-AM-1019-02,AM,2018-10-19,Juvenile,Gray,Ground Plane,,False,False,False,False,False,wrestling with mother,False,False,False,False,False,False,False,False
-73.9719735582476,40.769304513357795,6G-PM-1020-02,PM,2018-10-20,Adult,Gray,Ground Plane,,True,True,False,False,False,,False,False,False,False,False,False,True,False
-73.9602609920814,40.7942883045566,35C-PM-1013-03,PM,2018-10-13,,Gray,Ground Plane,,False,False,False,False,True,,False,False,False,False,False,False,False,True
-73.9770718586754,40.7729752391435,7B-AM-1008-09,AM,2018-10-08,Adult,Gray,Ground Plane,,False,False,False,False,True,,False,False,False,False,False,False,True,False
-73.9596413903948,40.790312888902896,32E-PM-1017-14,PM,2018-10-17,Adult,Gray,,,False,False,False,True,True,,False,False,False,False,False,False,False,True
-73.9702676472613,40.7762126854894,13E-AM-1017-05,AM,2018-10-17,Adult,Gray,Above Ground,on tree stump,False,False,False,False,True,,False,False,False,False,False,False,False,False
-73.96836135162249,40.772590884749896,11H-AM-1010-03,AM,2018-10-10,Adult,Cinnamon,,,False,False,False,False,True,,False,False,False,False,True,False,True,False
-73.95412017897951,40.793181170108205,36H-AM-1010-02,AM,2018-10-10,Adult,Gray,Ground Plane,,False,False,False,False,True,,False,False,False,False,False,False,False,False
-73.9582694312289,40.7917367820255,33F-AM-1008-02,AM,2018-10-08,Adult,Gray,Ground Plane,,False,False,False,False,True,,False,False,False,False,False,False,True,False
-73.9674285955293,40.7829723919744,21C-PM-1006-01,PM,2018-10-06,Adult,Gray,Ground Plane,,False,False,False,False,False,,False,False,False,True,True,False,False,False
-73.97225001968441,40.7742879599026,11D-AM-1010-03,AM,2018-10-10,Adult,Gray,Above Ground,,False,False,True,False,False,grooming,False,False,False,False,False,False,True,False
-73.96950635353329,40.7823507678183,20B-PM-1013-05,PM,2018-10-13,Adult,Gray,Ground Plane,,False,False,False,False,True,,False,False,False,False,False,False,True,False
-73.9532170504865,40.7919669739962,36I-PM-1007-01,PM,2018-10-07,Adult,Gray,Ground Plane,,False,False,False,False,True,,False,False,False,False,False,False,True,False
-73.9768603630674,40.7702795904962,5C-PM-1010-09,PM,2018-10-10,Adult,Cinnamon,Ground Plane,,True,False,False,False,False,,False,False,False,False,False,False,False,False
-73.9706105896967,40.769812482150705,7H-AM-1006-05,AM,2018-10-06,Adult,Gray,Above Ground,,False,True,False,False,False,,False,False,False,False,False,False,True,False
-73.9703781726172,40.778752613032104,16C-PM-1018-03,PM,2018-10-18,Adult,Gray,Above Ground,,True,False,False,True,True,,False,False,False,False,False,False,True,False
-73.9703925210471,40.7765032004992,14E-AM-1008-23,AM,2018-10-08,Adult,Gray,Ground Plane,,False,False,False,False,True,walking,False,False,False,False,False,False,True,False
-73.9638179439747,40.7924173263904,32A-PM-1013-03,PM,2018-10-13,Juvenile,Gray,Ground Plane,,False,False,False,True,False,,False,False,False,False,False,False,True,False
-73.9584070974734,40.7913812490557,33F-AM-1008-01,AM,2018-10-08,Adult,Gray,Ground Plane,,False,False,False,False,False,moving slowly,False,False,False,False,False,False,True,False
-73.96711306801141,40.7784859700171,17F-AM-1007-07,AM,2018-10-07,Adult,Gray,Above Ground,,True,False,False,False,False,,False,False,False,True,False,False,True,False
-73.9649866016038,40.776492969445705,16I-AM-1008-01,AM,2018-10-08,Adult,Cinnamon,Ground Plane,,False,False,False,False,True,,False,False,False,False,True,False,True,False
-73.9670628558161,40.7734991420941,12I-AM-1013-01,AM,2018-10-13,Adult,Cinnamon,Ground Plane,on tree roots,False,False,False,False,False,sitting,False,False,False,False,True,False,False,True
-73.958736593111,40.790852437062604,32F-PM-1008-07,PM,2018-10-08,Adult,Gray,Ground Plane,,True,True,False,False,True,,False,False,False,False,False,False,True,False
-73.96717867152559,40.7867352791232,25A-AM-1013-04,AM,2018-10-13,,Gray,Ground Plane,,False,False,False,False,True,,False,False,False,False,False,False,False,True
-73.96929432916109,40.776953610248796,15E-AM-1013-01,AM,2018-10-13,Adult,Gray,Ground Plane,,True,False,False,False,True,,False,False,False,False,False,False,False,False
-73.9540054100539,40.795244599983604,39G-PM-1013-06,PM,2018-10-13,Adult,Gray,Ground Plane,,True,False,False,False,False,,False,False,False,False,False,False,False,False
-73.9576530157255,40.7868659490397,29I-PM-1007-01,PM,2018-10-07,,Gray,Ground Plane,,False,False,False,True,True,,False,False,False,False,False,False,False,False
-73.9738033257473,40.7711846894166,7E-AM-1006-02,AM,2018-10-06,Adult,Gray,Ground Plane,under a tree,False,False,False,True,False,,False,False,False,False,False,False,False,False
-73.9704402681017,40.77989656212029,17C-PM-1013-05,PM,2018-10-13,Adult,Gray,Ground Plane,,False,False,False,True,False,eating (ate upside down on a tree — #jealous),False,False,False,False,False,False,True,False
-73.97569760767071,40.775389733191794,10A-PM-1014-01,PM,2018-10-14,Adult,Gray,Ground Plane,in b/w trees,False,False,False,False,True,,False,False,False,False,True,False,True,False
-73.96624389966809,40.7890381809441,28A-PM-1007-05,PM,2018-10-07,Adult,Cinnamon,Ground Plane,,True,False,False,False,True,,False,False,False,False,True,False,False,True
